2CO 1:1.1 C Παῦλος Παῦλος N-NSM 3972 Παῦλος ! Παῦλος
2CO 1:15.1 P Καὶ Καὶ CONJ 2532 καί ! καί
2CO 1:15.2 . ταύτῃ ταύτῃ D-DSF 3778 οὗτος ! οὗτος
2CO 1:15.3 . τῇ τῇ T-DSF 3588 ὁ ! ὁ
2CO 1:15.4 . πεποιθήσει πεποιθήσει N-DSF 4006 πεποίθησις ! πεποίθησις
2CO 1:15.5 . ἐβουλόμην ἐβουλόμην V-INI-1S 1014 βούλομαι ! βούλομαι
2CO 1:15.6 . πρότερον πρότερον ADV-C 4386 πρότερον ! πρότερος
2CO 1:15.7 . πρὸς πρὸς PREP 4314 πρός ! πρός
2CO 1:15.8 . ὑμᾶς ὑμᾶς P-2AP 5210 ὑμεῖς ! σύ
2CO 1:15.9 . ἐλθεῖν, ἐλθεῖν, V-2AAN 2064 ἔρχομαι ! ἔρχομαι
2CO 1:15.10 . ἵνα ἵνα CONJ 2443 ἵνα ! ἵνα
2CO 1:15.11 . δευτέραν δευτέραν A-ASF 1208 δεύτερος ! δεύτερος
2CO 1:15.12 . χάριν χάριν N-ASF 5485 χάρις ! χάρις
2CO 1:15.13 . σχῆτε, σχῆτε, V-2AAS-2P 2192 ἔχω ! ἔχω
2CO 1:16.1 . καὶ καὶ CONJ 2532 καί ! καί
2CO 1:16.2 . δι’ δι’ PREP 1223 διά ! διά
2CO 1:16.3 . ὑμῶν ὑμῶν P-2GP 5210 ὑμεῖς ! σύ
2CO 1:16.4 . διελθεῖν διελθεῖν V-2AAN 1330 διέρχομαι ! διέρχομαι
2CO 1:16.5 . εἰς εἰς PREP 1519 εἰς ! εἰς
2CO 1:16.6 . Μακεδονίαν, Μακεδονίαν, N-ASF 3109 Μακεδονία ! Μακεδονία
2CO 1:16.7 . καὶ καὶ CONJ 2532 καί ! καί
2CO 1:16.8 . πάλιν πάλιν ADV 3825 πάλιν ! πάλιν
2CO 1:16.9 . ἀπὸ ἀπὸ PREP 575 ἀπό ! ἀπό
2CO 1:16.10 . Μακεδονίας Μακεδονίας N-GSF 3109 Μακεδονία ! Μακεδονία
2CO 1:16.11 . ἐλθεῖν ἐλθεῖν V-2AAN 2064 ἔρχομαι ! ἔρχομαι
2CO 1:16.12 . πρὸς πρὸς PREP 4314 πρός ! πρός
2CO 1:16.13 . ὑμᾶς ὑμᾶς P-2AP 5210 ὑμεῖς ! σύ
2CO 1:16.14 . καὶ καὶ CONJ 2532 καί ! καί
2CO 1:16.15 . ὑφ’ ὑφ’ PREP 5259 ὑπό ! ὑπό
2CO 1:16.16 . ὑμῶν ὑμῶν P-2GP 5210 ὑμεῖς ! σύ
2CO 1:16.17 . προπεμφθῆναι προπεμφθῆναι V-APN 4311 προπέμπω ! προπέμπω
2CO 1:16.18 . εἰς εἰς PREP 1519 εἰς ! εἰς
2CO 1:16.19 . τὴν τὴν T-ASF 3588 ὁ ! ὁ
2CO 1:16.20 . Ἰουδαίαν. Ἰουδαίαν. N-ASF 2449 Ἰουδαία ! Ἰουδαία
2CO 1:17.1 . τοῦτο τοῦτο D-ASN 3778 οὗτος ! οὗτος
2CO 1:17.2 . οὖν οὖν CONJ 3767 οὖν ! οὖν
2CO 1:17.3 . βουλόμενος βουλόμενος V-PNP-NSM 1014 βούλομαι ! βούλομαι
2CO 1:17.4 . μήτι μήτι PRT-I 3385 μήτι ! μήτι
2CO 1:17.5 . ἄρα ἄρα PRT-I 687 ἆρα ! ἆρα
2CO 1:17.6 . τῇ τῇ T-DSF 3588 ὁ ! ὁ
2CO 1:17.7 . ἐλαφρίᾳ ἐλαφρίᾳ N-DSF 1644 ἐλαφρία ! ἐλαφρία
2CO 1:17.8 . ἐχρησάμην; ἐχρησάμην; V-ADI-1S 5530 χράομαι ! χράομαι
2CO 1:17.9 . ἢ ἢ PRT 2228 ἤ ! ἤ
2CO 1:17.10 . ἃ ἃ R-APN 3739 ὅς ! ὅς
2CO 1:17.11 . βουλεύομαι βουλεύομαι V-PNI-1S 1011 βουλεύω ! βουλεύω
2CO 1:17.12 . κατὰ κατὰ PREP 2596 κατά ! κατά
2CO 1:17.13 . σάρκα σάρκα N-ASF 4561 σάρξ ! σάρξ
2CO 1:17.14 . βουλεύομαι, βουλεύομαι, V-PNI-1S 1011 βουλεύω ! βουλεύω
2CO 1:17.15 . ἵνα ἵνα CONJ 2443 ἵνα ! ἵνα
2CO 1:17.16 . ᾖ ᾖ V-PAS-3S 1510 εἰμί ! εἰμί
2CO 1:17.17 . παρ’ παρ’ PREP 3844 παρά ! παρά
2CO 1:17.18 . ἐμοὶ ἐμοὶ P-1DS 1473 ἐγώ ! ἐγώ
2CO 1:17.19 . τὸ τὸ T-NSN 3588 ὁ ! ὁ
2CO 1:17.20 . ναὶ ναὶ PRT 3483 ναί ! ναί
2CO 1:17.21 . ναὶ ναὶ PRT 3483 ναί ! ναί
2CO 1:17.22 . καὶ καὶ CONJ 2532 καί ! καί
2CO 1:17.23 . τὸ τὸ T-NSN 3588 ὁ ! ὁ
2CO 1:17.24 . οὒ οὒ PRT-N 3756 οὐ ! οὐ
2CO 1:17.25 . οὔ; οὔ; PRT-N 3756 οὐ ! οὐ
2CO 1:18.1 . πιστὸς πιστὸς A-NSM 4103 πιστός ! πιστός
2CO 1:18.2 . δὲ δὲ CONJ 1161 δέ ! δέ
2CO 1:18.3 . ὁ ὁ T-NSM 3588 ὁ ! ὁ
2CO 1:18.4 . θεὸς θεὸς N-NSM 2316 θεός ! θεός
2CO 1:18.5 . ὅτι ὅτι CONJ 3754 ὅτι ! ὅτι
2CO 1:18.6 . ὁ ὁ T-NSM 3588 ὁ ! ὁ
2CO 1:18.7 . λόγος λόγος N-NSM 3056 λόγος ! λόγος
2CO 1:18.8 . ἡμῶν ἡμῶν P-1GP 2249 ἡμεῖς ! ἐγώ
2CO 1:18.9 . ὁ ὁ T-NSM 3588 ὁ ! ὁ
2CO 1:18.10 . πρὸς πρὸς PREP 4314 πρός ! πρός
2CO 1:18.11 . ὑμᾶς ὑμᾶς P-2AP 5210 ὑμεῖς ! σύ
2CO 1:18.12 . οὐκ οὐκ PRT-N 3756 οὐ ! οὐ
2CO 1:18.13 . ἔστιν ἔστιν V-PAI-3S 1510 εἰμί ! εἰμί
2CO 1:18.14 . ναὶ ναὶ PRT 3483 ναί ! ναί
2CO 1:18.15 . καὶ καὶ CONJ 2532 καί ! καί
2CO 1:18.16 . οὔ. οὔ. PRT-N 3756 οὐ ! οὐ
2CO 1:19.1 . ὁ ὁ T-NSM 3588 ὁ ! ὁ
2CO 1:19.2 . τοῦ τοῦ T-GSM 3588 ὁ ! ὁ
2CO 1:19.3 . θεοῦ θεοῦ N-GSM 2316 θεός ! θεός
2CO 1:19.4 . γὰρ γὰρ CONJ 1063 γάρ ! γάρ
2CO 1:19.5 . υἱὸς υἱὸς N-NSM 5207 υἱός ! υἱός
2CO 1:19.6 . Χριστὸς Χριστὸς N-NSM 5547 Χριστός ! Χριστός
2CO 1:19.7 . Ἰησοῦς Ἰησοῦς N-NSM 2424 Ἰησοῦς ! Ἰησοῦς
2CO 1:19.8 . ὁ ὁ T-NSM 3588 ὁ ! ὁ
2CO 1:19.9 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 1:19.10 . ὑμῖν ὑμῖν P-2DP 5210 ὑμεῖς ! σύ
2CO 1:19.11 . δι’ δι’ PREP 1223 διά ! διά
2CO 1:19.12 . ἡμῶν ἡμῶν P-1GP 2249 ἡμεῖς ! ἐγώ
2CO 1:19.13 . κηρυχθείς, κηρυχθείς, V-APP-NSM 2784 κηρύσσω ! κηρύσσω
2CO 1:19.14 . δι’ δι’ PREP 1223 διά ! διά
2CO 1:19.15 . ἐμοῦ ἐμοῦ P-1GS 1473 ἐγώ ! ἐγώ
2CO 1:19.16 . καὶ καὶ CONJ 2532 καί ! καί
2CO 1:19.17 . Σιλουανοῦ Σιλουανοῦ N-GSM 4610 Σιλουανός ! Σιλουανός
2CO 1:19.18 . καὶ καὶ CONJ 2532 καί ! καί
2CO 1:19.19 . Τιμοθέου, Τιμοθέου, N-GSM 5095 Τιμόθεος ! Τιμόθεος
2CO 1:19.20 . οὐκ οὐκ PRT-N 3756 οὐ ! οὐ
2CO 1:19.21 . ἐγένετο ἐγένετο V-2ADI-3S 1096 γίνομαι ! γίνομαι
2CO 1:19.22 . ναὶ ναὶ PRT 3483 ναί ! ναί
2CO 1:19.23 . καὶ καὶ CONJ 2532 καί ! καί
2CO 1:19.24 . οὔ, οὔ, PRT-N 3756 οὐ ! οὐ
2CO 1:19.25 . ἀλλὰ ἀλλὰ CONJ 235 ἀλλά ! ἀλλά
2CO 1:19.26 . ναὶ ναὶ PRT 3483 ναί ! ναί
2CO 1:19.27 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 1:19.28 . αὐτῷ αὐτῷ P-DSM 846 αὐτός ! αὐτός
2CO 1:19.29 . γέγονεν. γέγονεν. V-2RAI-3S 1096 γίνομαι ! γίνομαι
2CO 1:20.1 . ὅσαι ὅσαι K-NPF 3745 ὅσος ! ὅσος
2CO 1:20.2 . γὰρ γὰρ CONJ 1063 γάρ ! γάρ
2CO 1:20.3 . ἐπαγγελίαι ἐπαγγελίαι N-NPF 1860 ἐπαγγελία ! ἐπαγγελία
2CO 1:20.4 . θεοῦ, θεοῦ, N-GSM 2316 θεός ! θεός
2CO 1:20.5 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 1:20.6 . αὐτῷ αὐτῷ P-DSM 846 αὐτός ! αὐτός
2CO 1:20.7 . τὸ τὸ T-NSN 3588 ὁ ! ὁ
2CO 1:20.8 . ναί· ναί· PRT 3483 ναί ! ναί
2CO 1:20.9 . διὸ διὸ CONJ 1352 διό ! διό
2CO 1:20.10 . καὶ καὶ CONJ 2532 καί ! καί
2CO 1:20.11 . δι’ δι’ PREP 1223 διά ! διά
2CO 1:20.12 . αὐτοῦ αὐτοῦ P-GSM 846 αὐτός ! αὐτός
2CO 1:20.13 . τὸ τὸ T-NSN 3588 ὁ ! ὁ
2CO 1:20.14 . ἀμὴν ἀμὴν HEB 281 ἀμήν ! ἀμήν
2CO 1:20.15 . τῷ τῷ T-DSM 3588 ὁ ! ὁ
2CO 1:20.16 . θεῷ θεῷ N-DSM 2316 θεός ! θεός
2CO 1:20.17 . πρὸς πρὸς PREP 4314 πρός ! πρός
2CO 1:20.18 . δόξαν δόξαν N-ASF 1391 δόξα ! δόξα
2CO 1:20.19 . δι’ δι’ PREP 1223 διά ! διά
2CO 1:20.20 . ἡμῶν. ἡμῶν. P-1GP 2249 ἡμεῖς ! ἐγώ
2CO 1:21.1 . ὁ ὁ T-NSM 3588 ὁ ! ὁ
2CO 1:21.2 . δὲ δὲ CONJ 1161 δέ ! δέ
2CO 1:21.3 . βεβαιῶν βεβαιῶν V-PAP-NSM 950 βεβαιόω ! βεβαιόω
2CO 1:21.4 . ἡμᾶς ἡμᾶς P-1AP 2249 ἡμεῖς ! ἐγώ
2CO 1:21.5 . σὺν σὺν PREP 4862 σύν ! σύν
2CO 1:21.6 . ὑμῖν ὑμῖν P-2DP 5210 ὑμεῖς ! σύ
2CO 1:21.7 . εἰς εἰς PREP 1519 εἰς ! εἰς
2CO 1:21.8 . Χριστὸν Χριστὸν N-ASM 5547 Χριστός ! Χριστός
2CO 1:21.9 . καὶ καὶ CONJ 2532 καί ! καί
2CO 1:21.10 . χρίσας χρίσας V-AAP-NSM 5548 χρίω ! χρίω
2CO 1:21.11 . ἡμᾶς ἡμᾶς P-1AP 2249 ἡμεῖς ! ἐγώ
2CO 1:21.12 . θεός, θεός, N-NSM 2316 θεός ! θεός
2CO 1:22.1 . ὁ ὁ T-NSM 3588 ὁ ! ὁ
2CO 1:22.2 . καὶ καὶ CONJ 2532 καί ! καί
2CO 1:22.3 . σφραγισάμενος σφραγισάμενος V-AMP-NSM 4972 σφραγίζω ! σφραγίζω
2CO 1:22.4 . ἡμᾶς ἡμᾶς P-1AP 2249 ἡμεῖς ! ἐγώ
2CO 1:22.5 . καὶ καὶ CONJ 2532 καί ! καί
2CO 1:22.6 . δοὺς δοὺς V-2AAP-NSM 1325 δίδωμι ! δίδωμι
2CO 1:22.7 . τὸν τὸν T-ASM 3588 ὁ ! ὁ
2CO 1:22.8 . ἀραβῶνα ἀραβῶνα N-ASM 728 ἀῤῥαβών ! ἀρραβών
2CO 1:22.9 . τοῦ τοῦ T-GSN 3588 ὁ ! ὁ
2CO 1:22.10 . πνεύματος πνεύματος N-GSN 4151 πνεῦμα ! πνεῦμα
2CO 1:22.11 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 1:22.12 . ταῖς ταῖς T-DPF 3588 ὁ ! ὁ
2CO 1:22.13 . καρδίαις καρδίαις N-DPF 2588 καρδία ! καρδία
2CO 1:22.14 . ἡμῶν. ἡμῶν. P-1GP 2249 ἡμεῖς ! ἐγώ
2CO 1:23.1 P Ἐγὼ Ἐγὼ P-1NS 1473 ἐγώ ! ἐγώ
2CO 1:23.2 . δὲ δὲ CONJ 1161 δέ ! δέ
2CO 1:23.3 . μάρτυρα μάρτυρα N-ASM 3144 μάρτυς ! μάρτυς
2CO 1:23.4 . τὸν τὸν T-ASM 3588 ὁ ! ὁ
2CO 1:23.5 . θεὸν θεὸν N-ASM 2316 θεός ! θεός
2CO 1:23.6 . ἐπικαλοῦμαι ἐπικαλοῦμαι V-PMI-1S 1941 ἐπικαλέομαι ! ἐπικαλέω
2CO 1:23.7 . ἐπὶ ἐπὶ PREP 1909 ἐπί ! ἐπί
2CO 1:23.8 . τὴν τὴν T-ASF 3588 ὁ ! ὁ
2CO 1:23.9 . ἐμὴν ἐμὴν S-1SASF 1699 ἐμός ! ἐμός
2CO 1:23.10 . ψυχήν, ψυχήν, N-ASF 5590 ψυχή ! ψυχή
2CO 1:23.11 . ὅτι ὅτι CONJ 3754 ὅτι ! ὅτι
2CO 1:23.12 . φειδόμενος φειδόμενος V-PNP-NSM 5339 φείδομαι ! φείδομαι
2CO 1:23.13 . ὑμῶν ὑμῶν P-2GP 5210 ὑμεῖς ! σύ
2CO 1:23.14 . οὐκέτι οὐκέτι ADV-N 3765 οὐκέτι ! οὐκέτι
2CO 1:23.15 . ἦλθον ἦλθον V-2AAI-1S 2064 ἔρχομαι ! ἔρχομαι
2CO 1:23.16 . εἰς εἰς PREP 1519 εἰς ! εἰς
2CO 1:23.17 . Κόρινθον. Κόρινθον. N-ASF 2882 Κόρινθος ! Κόρινθος
2CO 1:24.1 . οὐχ οὐχ PRT-N 3756 οὐ ! οὐ
2CO 1:24.2 . ὅτι ὅτι CONJ 3754 ὅτι ! ὅτι
2CO 1:24.3 . κυριεύομεν κυριεύομεν V-PAI-1P 2961 κυριεύω ! κυριεύω
2CO 1:24.4 . ὑμῶν ὑμῶν P-2GP 5210 ὑμεῖς ! σύ
2CO 1:24.5 . τῆς τῆς T-GSF 3588 ὁ ! ὁ
2CO 1:24.6 . πίστεως, πίστεως, N-GSF 4102 πίστις ! πίστις
2CO 1:24.7 . ἀλλὰ ἀλλὰ CONJ 235 ἀλλά ! ἀλλά
2CO 1:24.8 . συνεργοί συνεργοί A-NPM 4904 συνεργός ! συνεργός
2CO 1:24.9 . ἐσμεν ἐσμεν V-PAI-1P 1510 εἰμί ! εἰμί
2CO 1:24.10 . τῆς τῆς T-GSF 3588 ὁ ! ὁ
2CO 1:24.11 . χαρᾶς χαρᾶς N-GSF 5479 χαρά ! χαρά
2CO 1:24.12 . ὑμῶν, ὑμῶν, P-2GP 5210 ὑμεῖς ! σύ
2CO 1:24.13 . τῇ τῇ T-DSF 3588 ὁ ! ὁ
2CO 1:24.14 . γὰρ γὰρ CONJ 1063 γάρ ! γάρ
2CO 1:24.15 . πίστει πίστει N-DSF 4102 πίστις ! πίστις
2CO 1:24.16 . ἑστήκατε. ἑστήκατε. V-RAI-2P 2476 ἵστημι ! ἵστημι
2CO 2:1.1 C Ἔκρινα Ἔκρινα V-AAI-1S 2919 κρίνω ! κρίνω
2CO 2:1.2 . δὲ δὲ CONJ 1161 δέ ! δέ
2CO 2:1.3 . ἐμαυτῷ ἐμαυτῷ F-1DSM 1683 ἐμαυτοῦ ! ἐμαυτοῦ
2CO 2:1.4 . τοῦτο, τοῦτο, D-ASN 3778 οὗτος ! οὗτος
2CO 2:1.5 . τὸ τὸ T-ASN 3588 ὁ ! ὁ
2CO 2:1.6 . μὴ μὴ PRT-N 3361 μή ! μή
2CO 2:1.7 . πάλιν πάλιν ADV 3825 πάλιν ! πάλιν
2CO 2:1.8 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 2:1.9 . λύπῃ λύπῃ N-DSF 3077 λύπη ! λύπη
2CO 2:1.10 . πρὸς πρὸς PREP 4314 πρός ! πρός
2CO 2:1.11 . ὑμᾶς ὑμᾶς P-2AP 5210 ὑμεῖς ! σύ
2CO 2:1.12 . ἐλθεῖν· ἐλθεῖν· V-2AAN 2064 ἔρχομαι ! ἔρχομαι
2CO 2:2.1 . εἰ εἰ COND 1487 εἰ ! εἰ
2CO 2:2.2 . γὰρ γὰρ CONJ 1063 γάρ ! γάρ
2CO 2:2.3 . ἐγὼ ἐγὼ P-1NS 1473 ἐγώ ! ἐγώ
2CO 2:2.4 . λυπῶ λυπῶ V-PAI-1S 3076 λυπέω ! λυπέω
2CO 2:2.5 . ὑμᾶς, ὑμᾶς, P-2AP 5210 ὑμεῖς ! σύ
2CO 2:2.6 . καὶ καὶ CONJ 2532 καί ! καί
2CO 2:2.7 . τίς τίς I-NSM 5101 τίς ! τίς
2CO 2:2.8 . ὁ ὁ T-NSM 3588 ὁ ! ὁ
2CO 2:2.9 . εὐφραίνων εὐφραίνων V-PAP-NSM 2165 εὐφραίνω ! εὐφραίνω
2CO 2:2.10 . με με P-1AS 1473 ἐγώ ! ἐγώ
2CO 2:2.11 . εἰ εἰ COND 1487 εἰ ! εἰ
2CO 2:2.12 . μὴ μὴ PRT-N 3361 μή ! μή
2CO 2:2.13 . ὁ ὁ T-NSM 3588 ὁ ! ὁ
2CO 2:2.14 . λυπούμενος λυπούμενος V-PPP-NSM 3076 λυπέω ! λυπέω
2CO 2:2.15 . ἐξ ἐξ PREP 1537 ἐκ ! ἐκ
2CO 2:2.16 . ἐμοῦ; ἐμοῦ; P-1GS 1473 ἐγώ ! ἐγώ
2CO 2:3.1 . καὶ καὶ CONJ 2532 καί ! καί
2CO 2:3.2 . ἔγραψα ἔγραψα V-AAI-1S 1125 γράφω ! γράφω
2CO 2:3.3 . τοῦτο τοῦτο D-ASN 3778 οὗτος ! οὗτος
2CO 2:3.4 . αὐτὸ αὐτὸ P-ASN 846 αὐτός ! αὐτός
2CO 2:3.5 . ἵνα ἵνα CONJ 2443 ἵνα ! ἵνα
2CO 2:3.6 . μὴ μὴ PRT-N 3361 μή ! μή
2CO 2:3.7 . ἐλθὼν ἐλθὼν V-2AAP-NSM 2064 ἔρχομαι ! ἔρχομαι
2CO 2:3.8 . λύπην λύπην N-ASF 3077 λύπη ! λύπη
2CO 2:3.9 . σχῶ σχῶ V-2AAS-1S 2192 ἔχω ! ἔχω
2CO 2:3.10 . ἀφ’ ἀφ’ PREP 575 ἀπό ! ἀπό
2CO 2:3.11 . ὧν ὧν R-GPM 3739 ὅς ! ὅς
2CO 2:3.12 . ἔδει ἔδει V-IAI-3S 1163 δεῖ ! δεῖ
2CO 2:3.13 . με με P-1AS 1473 ἐγώ ! ἐγώ
2CO 2:3.14 . χαίρειν, χαίρειν, V-PAN 5463 χαίρω ! χαίρω
2CO 2:3.15 . πεποιθὼς πεποιθὼς V-2RAP-NSM 3982 πείθω ! πείθω
2CO 2:3.16 . ἐπὶ ἐπὶ PREP 1909 ἐπί ! ἐπί
2CO 2:3.17 . πάντας πάντας A-APM 3956 πᾶς ! πᾶς
2CO 2:3.18 . ὑμᾶς ὑμᾶς P-2AP 5210 ὑμεῖς ! σύ
2CO 2:3.19 . ὅτι ὅτι CONJ 3754 ὅτι ! ὅτι
2CO 2:3.20 . ἡ ἡ T-NSF 3588 ὁ ! ὁ
2CO 2:3.21 . ἐμὴ ἐμὴ S-1SNSF 1699 ἐμός ! ἐμός
2CO 2:3.22 . χαρὰ χαρὰ N-NSF 5479 χαρά ! χαρά
2CO 2:3.23 . πάντων πάντων A-GPM 3956 πᾶς ! πᾶς
2CO 2:3.24 . ὑμῶν ὑμῶν P-2GP 5210 ὑμεῖς ! σύ
2CO 2:3.25 . ἐστιν. ἐστιν. V-PAI-3S 1510 εἰμί ! εἰμί
2CO 2:4.1 . ἐκ ἐκ PREP 1537 ἐκ ! ἐκ
2CO 2:4.2 . γὰρ γὰρ CONJ 1063 γάρ ! γάρ
2CO 2:4.3 . πολλῆς πολλῆς A-GSF 4183 πολύς ! πολύς
2CO 2:4.4 . θλίψεως θλίψεως N-GSF 2347 θλῖψις ! θλῖψις
2CO 2:4.5 . καὶ καὶ CONJ 2532 καί ! καί
2CO 2:4.6 . συνοχῆς συνοχῆς N-GSF 4928 συνοχή ! συνοχή
2CO 2:4.7 . καρδίας καρδίας N-GSF 2588 καρδία ! καρδία
2CO 2:4.8 . ἔγραψα ἔγραψα V-AAI-1S 1125 γράφω ! γράφω
2CO 2:4.9 . ὑμῖν ὑμῖν P-2DP 5210 ὑμεῖς ! σύ
2CO 2:4.10 . διὰ διὰ PREP 1223 διά ! διά
2CO 2:4.11 . πολλῶν πολλῶν A-GPN 4183 πολύς ! πολύς
2CO 2:4.12 . δακρύων, δακρύων, N-GPN 1144 δάκρυ ! δάκρυον
2CO 2:4.13 . οὐχ οὐχ PRT-N 3756 οὐ ! οὐ
2CO 2:4.14 . ἵνα ἵνα CONJ 2443 ἵνα ! ἵνα
2CO 2:4.15 . λυπηθῆτε λυπηθῆτε V-APS-2P 3076 λυπέω ! λυπέω
2CO 2:4.16 . ἀλλὰ ἀλλὰ CONJ 235 ἀλλά ! ἀλλά
2CO 2:4.17 . τὴν τὴν T-ASF 3588 ὁ ! ὁ
2CO 2:4.18 . ἀγάπην ἀγάπην N-ASF 26 ἀγάπη ! ἀγάπη
2CO 2:4.19 . ἵνα ἵνα CONJ 2443 ἵνα ! ἵνα
2CO 2:4.20 . γνῶτε γνῶτε V-2AAS-2P 1097 γινώσκω ! γινώσκω
2CO 2:4.21 . ἣν ἣν R-ASF 3739 ὅς ! ὅς
2CO 2:4.22 . ἔχω ἔχω V-PAI-1S 2192 ἔχω ! ἔχω
2CO 2:4.23 . περισσοτέρως περισσοτέρως ADV-C 4056 περισσοτέρως ! περισσοτέρως
2CO 2:4.24 . εἰς εἰς PREP 1519 εἰς ! εἰς
2CO 2:4.25 . ὑμᾶς. ὑμᾶς. P-2AP 5210 ὑμεῖς ! σύ
2CO 2:5.1 P Εἰ Εἰ COND 1487 εἰ ! εἰ
2CO 2:5.2 . δέ δέ CONJ 1161 δέ ! δέ
2CO 2:5.3 . τις τις X-NSM 5100 τὶς ! τὶς
2CO 2:5.4 . λελύπηκεν, λελύπηκεν, V-RAI-3S 3076 λυπέω ! λυπέω
2CO 2:5.5 . οὐκ οὐκ PRT-N 3756 οὐ ! οὐ
2CO 2:5.6 . ἐμὲ ἐμὲ P-1AS 1473 ἐγώ ! ἐγώ
2CO 2:5.7 . λελύπηκεν, λελύπηκεν, V-RAI-3S 3076 λυπέω ! λυπέω
2CO 2:5.8 . ἀλλὰ ἀλλὰ CONJ 235 ἀλλά ! ἀλλά
2CO 2:5.9 . ἀπὸ ἀπὸ PREP 575 ἀπό ! ἀπό
2CO 2:5.10 . μέρους, μέρους, N-GSN 3313 μέρος ! μέρος
2CO 2:5.11 . ἵνα ἵνα CONJ 2443 ἵνα ! ἵνα
2CO 2:5.12 . μὴ μὴ PRT-N 3361 μή ! μή
2CO 2:5.13 . ἐπιβαρῶ, ἐπιβαρῶ, V-PAS-1S 1912 ἐπιβαρέω ! ἐπιβαρέω
2CO 2:5.14 . πάντας πάντας A-APM 3956 πᾶς ! πᾶς
2CO 2:5.15 . ὑμᾶς. ὑμᾶς. P-2AP 5210 ὑμεῖς ! σύ
2CO 2:6.1 . ἱκανὸν ἱκανὸν A-NSN 2425 ἱκανός ! ἱκανός
2CO 2:6.2 . τῷ τῷ T-DSM 3588 ὁ ! ὁ
2CO 2:6.3 . τοιούτῳ τοιούτῳ D-DSM 5108 τοιοῦτος ! τοιοῦτος
2CO 2:6.4 . ἡ ἡ T-NSF 3588 ὁ ! ὁ
2CO 2:6.5 . ἐπιτιμία ἐπιτιμία N-NSF 2009 ἐπιτιμία ! ἐπιτιμία
2CO 2:6.6 . αὕτη αὕτη D-NSF 3778 οὗτος ! οὗτος
2CO 2:6.7 . ἡ ἡ T-NSF 3588 ὁ ! ὁ
2CO 2:6.8 . ὑπὸ ὑπὸ PREP 5259 ὑπό ! ὑπό
2CO 2:6.9 . τῶν τῶν T-GPM 3588 ὁ ! ὁ
2CO 2:6.10 . πλειόνων, πλειόνων, A-GPM-C 4119 πλείων ! πολύς
2CO 2:7.1 . ὥστε ὥστε CONJ 5620 ὥστε ! ὥστε
2CO 2:7.2 . τοὐναντίον τοὐναντίον ADV-K 5121 τοὐναντίον ! τὸ ἐναντίον
2CO 2:7.3 . μᾶλλον μᾶλλον ADV 3123 μᾶλλον ! μᾶλλον
2CO 2:7.4 . ὑμᾶς ὑμᾶς P-2AP 4771 σύ ! σύ
2CO 2:7.5 . χαρίσασθαι χαρίσασθαι V-ADN 5483 χαρίζομαι ! χαρίζομαι
2CO 2:7.6 . καὶ καὶ CONJ 2532 καί ! καί
2CO 2:7.7 . παρακαλέσαι, παρακαλέσαι, V-AAN 3870 παρακαλέω ! παρακαλέω
2CO 2:7.8 . μήπως μήπως CONJ-N 3381 μήπως ! μήπως
2CO 2:7.9 . τῇ τῇ T-DSF 3588 ὁ ! ὁ
2CO 2:7.10 . περισσοτέρᾳ περισσοτέρᾳ A-DSF-C 4053 περισσός ! περισσός
2CO 2:7.11 . λύπῃ λύπῃ N-DSF 3077 λύπη ! λύπη
2CO 2:7.12 . καταποθῇ καταποθῇ V-APS-3S 2666 καταπίνω ! καταπίνω
2CO 2:7.13 . ὁ ὁ T-NSM 3588 ὁ ! ὁ
2CO 2:7.14 . τοιοῦτος. τοιοῦτος. D-NSM 5108 τοιοῦτος ! τοιοῦτος
2CO 2:8.1 . διὸ διὸ CONJ 1352 διό ! διό
2CO 2:8.2 . παρακαλῶ παρακαλῶ V-PAI-1S 3870 παρακαλέω ! παρακαλέω
2CO 2:8.3 . ὑμᾶς ὑμᾶς P-2AP 5210 ὑμεῖς ! σύ
2CO 2:8.4 . κυρῶσαι κυρῶσαι V-AAN 2964 κυρόω ! κυρόω
2CO 2:8.5 . εἰς εἰς PREP 1519 εἰς ! εἰς
2CO 2:8.6 . αὐτὸν αὐτὸν P-ASM 846 αὐτός ! αὐτός
2CO 2:8.7 . ἀγάπην· ἀγάπην· N-ASF 26 ἀγάπη ! ἀγάπη
2CO 2:9.1 . εἰς εἰς PREP 1519 εἰς ! εἰς
2CO 2:9.2 . τοῦτο τοῦτο D-ASN 3778 οὗτος ! οὗτος
2CO 2:9.3 . γὰρ γὰρ CONJ 1063 γάρ ! γάρ
2CO 2:9.4 . καὶ καὶ CONJ 2532 καί ! καί
2CO 2:9.5 . ἔγραψα ἔγραψα V-AAI-1S 1125 γράφω ! γράφω
2CO 2:9.6 . ἵνα ἵνα CONJ 2443 ἵνα ! ἵνα
2CO 2:9.7 . γνῶ γνῶ V-2AAS-1S 1097 γινώσκω ! γινώσκω
2CO 2:9.8 . τὴν τὴν T-ASF 3588 ὁ ! ὁ
2CO 2:9.9 . δοκιμὴν δοκιμὴν N-ASF 1382 δοκιμή ! δοκιμή
